source_currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,46.026731999999996,21.966625,9038.111280000001,0.779329,18317.036924,158479.063811,106.80388,15054.016974999999,7079.6942770000005,7570.818469,1809.23549,708.100638,162578.783065,35700.49684,308.19444200000004,3249.1985210000003,6701.603784,21264.769682,207.042557,749.2138070000001,56182.021431999994,231.602989,33264.732566000006,73.282227,159559.514492,57.399693,939.207624,1922.659412,1874.6415029999998,4497.098395,5117.80789,3318.148455,551.558221,112.58809500000001,4012.1205740000005,17882.918426,10952.649178,5243.520736,53.983689999999996,35.046447,517.633235,3147.784791,16.143415
ALL,46.026731999999996,0.0,0.0,0.537829,0.0,11.801691,10.294434,0.0,16.235681,0.138789,2.032413,23.408682,3.147221,1255.399412,7.189303,0.033981000000000004,0.0088,2.8409069999999996,10.440139,0.0,0.001655,2.460123,0.0,5.159260000000001,0.045515,0.564716,0.0,0.0,1.297105,0.003216,0.272554,0.185532,22.672313,0.0,52.07904500000001,10.846836,0.9493259999999999,2.0123130000000002,150.193566,0.0,0.001966,0.040089,0.46027899999999994,0.000645
AMD,21.966625,0.0,0.0,0.130651,0.0,5.156425,15.467813,0.0,143.037466,0.138237,0.11963900000000001,11.973128,0.0,249.48847099999998,6.1258230000000005,0.027885,0.0,1.119138,16.499974,0.0,0.015894000000000002,4.216578,0.030095,2.763792,0.017571,1.040725,0.0,0.0,0.09959199999999999,0.031252999999999996,0.004125,0.065018,15.658830000000002,0.0,3.1531460000000004,2.200844,0.366432,2.172581,0.43902,0.042811999999999996,0.0,0.000983,0.119468,0.0
AUD,9038.111280000001,0.537829,0.130651,0.0,0.0,253.05757999999997,725.968175,0.6977599999999999,994.336413,139.562797,23.908023999999997,115.332458,88.94451299999999,9146.603219,5531.57878,14.779887,5.143858,1660.043527,3001.596189,35.197672000000004,3.989084,14222.229979,19.470668000000003,6288.189302000001,18.404593000000002,345.49109,85.717328,0.022951,69.009133,3310.050122,33.286405,424.574433,276.471155,0.411374,4.139066,578.224148,4805.843709,3733.994435,259.111212,10.182693,1.047566,2.417936,445.381253,2.434052
BIF,0.779329,0.0,0.0,0.0,0.0,0.0,1.009016,0.40002100000000007,3.1537070000000003,0.0,0.0,0.345536,0.0,14.126040999999999,2.679336,0.090859,0.0,0.117881,11.76,0.0,0.0,2.632005,15.097138,0.065469,0.019035,0.386,0.0,0.0,0.015044,0.0,0.019064,0.04667,0.06850200000000001,0.0,0.0,0.087128,0.002205,0.214363,1.040232,14.176722,14.928575,0.0,2.661909,5.673197
BRL,18317.036924,11.801691,5.156425,253.05757999999997,0.0,0.0,1288.518861,9.991308,1055.980281,2015.905338,1229.640416,94.347953,556.9882150000001,17408.747159,1463.161159,40.882059,76.789689,498.164942,1695.616399,47.429074,31.336441,2547.82434,13.863051,2275.246988,4.330102,2457.230531,24.177267999999998,25.68879,421.158281,30.192625,956.394329,235.920789,338.83769800000005,1410.1533290000002,10.102505999999998,366.191257,1132.438955,882.075286,591.221107,5.389534,1.196768,780.916384,395.030273,0.9667810000000001
CAD,158479.063811,10.294434,15.467813,725.968175,1.009016,1288.518861,0.0,4.995944,1441.074329,418.362344,237.446238,146.12893100000002,71.867064,14663.645242,5035.44824,120.635444,101.923543,556.1463650000001,1333.697916,23.071491,70.67790099999999,4541.405622,49.55517,2203.022708,3.731728,4924.319825,16.138679999999997,14.229585,719.9701170000001,206.71515399999998,833.104559,323.24100599999997,474.78796800000003,4.883897,10.153532,416.590188,530.1223090000001,576.721343,549.289616,7.619737000000001,7.206337,26.071309999999997,182.143034,3.037714
CDF,106.80388,0.0,0.0,0.6977599999999999,0.40002100000000007,9.991308,4.995944,0.0,37.880382,0.015665,1.7777729999999998,0.0,0.0,127.546453,10.752019,11.169346,0.0,5.98253,89.656428,0.0,0.0,18.775197,30.186996,7.629026,0.5489700000000001,0.53,29.31268,0.0,3.322546,0.15016,0.12958,0.0,0.090531,0.015939000000000002,0.0,0.0,172.43871900000002,16.844256,14.797952,404.61279699999994,70.13933500000002,0.0,1162.060853,521.59523
CHF,15054.016974999999,16.235681,143.037466,994.336413,3.1537070000000003,1055.980281,1441.074329,37.880382,0.0,238.271603,195.32209799999998,1209.310031,106.11144,66793.847572,18623.214631,878.0954330000001,8.543398,420.65429,3413.410534,25.844478000000002,2.559371,3395.91479,31.719339,1102.1108510000001,13.051825999999998,531.580256,11.034641,1.552403,243.328642,83.846896,688.3505419999999,215.555509,1275.7834990000001,8.874641,116.52476899999999,820.009371,2499.735037,2849.350649,738.860876,109.365118,13.712411,44.581975,397.226544,572.1917189999999
CLP,7079.6942770000005,0.138789,0.138237,139.562797,0.0,2015.905338,418.362344,0.015665,238.271603,0.0,435.473571,25.147099,6.360002,3996.152242,426.549389,5.470605,57.418874,69.030438,419.276292,2.516918,3.697266,1798.485416,11.6008,1350.794531,0.085895,740.836618,0.186349,6.30819,35.867203,30.764127000000002,750.109291,88.02399399999999,61.886238,269.814052,1.064888,108.58439,38.864025,205.155615,148.237015,0.044395,0.045205999999999996,48.016307,35.496037,0.034035
