currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,0.0033446911189983115,0.0009200520148246671,0.002894399589235314,2.337656653753447e-07,0.0015482381025430335,0.0008340970122282238,0.00012904056332253936,0.0032027608425469274,0.002466281754671794,0.0018318329442589022,0.006460937690345236,0.0002669992509458027,0.0038805679976924245,0.002665031283883096,7.349951237818857e-05,0.0002417949881593871,0.000408354416243064,0.0010214660409569023,0.0017855364401055444,0.00019574492291131245,0.0010922702820071791,0.00034751689419778724,0.0019616584289615523,0.002446157143528997,0.0012819468101168666,0.0037111722419398844,1.1502929295205733e-08,0.0025415489716177873,0.00183211554632262,6.343422610170394e-05,0.0007925778717430205,0.007008915465736105,0.000901199849042894,0.004597329913467451,0.00365891867601908,0.00040616152739779594,0.0006334416737930387,0.002784033002917868,0.0006745665032991464,0.001000762016704701,0.001489957975159612,0.0017646295014540625,0.002205941209798474
ALL,0.0033446911189983115,0.0,0.004255542311191972,0.0012091615564506887,0.003347796651852469,0.0017103956284850366,0.002760259268090595,0.0035529928475011197,0.0008514900944562353,0.0029412795958773637,0.0032896499380168144,0.0007895918111449907,0.0020453070260515504,9.523372020553422e-05,0.001587782347625368,0.003556514397545084,0.00425602934457348,0.0025291433329244035,0.002105294059043112,0.0009238752529380353,0.0037537095275762267,0.002531178281689574,0.002676383703903679,0.0013596608684464185,0.0006187925437573941,0.002541737068180948,0.00693735689220048,0.0033491180839294236,0.0005681098584539518,0.001211651161955687,0.003005888240181666,0.002211461657971405,0.0015598766507227708,0.004630389810590809,0.00041871046992079247,0.0005595035842547178,0.0016338274243381185,0.0024731111876412125,0.0012183901663187112,0.004385515197128806,0.0020944825237373204,0.004234199634933652,0.002204102758610239,0.0007408684194326167
AMD,0.0009200520148246671,0.004255542311191972,0.0,0.004906528100195609,0.000921281144534471,0.0030311117436115156,0.002868418680008549,0.0011576754786592255,0.003919466722202896,0.0033769029135103236,0.003010666138363411,0.00818533445391139,0.0014917343198088595,0.004953625096534395,0.0028622967678858116,0.0009754344711562057,0.0017177579636728794,0.0017135471465844288,0.0027250869987489284,0.0021522696216729575,0.000647438768282166,0.0012474666723948668,0.0018168870931076883,0.004296659828940851,0.003446188316999505,0.0034427245230888664,0.005009653485111548,0.0009229469515582568,0.004135038334718635,0.0029774057292234297,0.0010977007417777918,0.0023336773231082465,0.009743389746430964,0.0024872305525358283,0.006155723897820218,0.0052290788070703965,0.0015342596182708673,0.0017132004008322311,0.003467009213509158,0.0018732825036923066,0.0018346733716097712,0.003640317681304243,0.0032961430080490853,0.0036262636378504715
AUD,0.002894399589235314,0.0012091615564506887,0.004906528100195609,0.0,0.0028976154127600194,0.0010805409520501155,0.0014382307807436455,0.002842182183299531,0.0012893514243178042,0.0013195190215478901,0.003759276352257014,0.0023672208142107957,0.0019032825713735518,0.0011279239136028829,0.002530920386133149,0.0029214025170377507,0.003601313066507727,0.0018646826748913573,0.0011434166034002182,0.0014821151384061893,0.003487243382744313,0.0035397755074399496,0.0018907835183541461,0.0008373940059981958,0.0015408298814025322,0.0016616363471051296,0.0060078911320262385,0.002896289590474637,0.0006539154648967597,0.0015432882428753278,0.0027009648750352896,0.0011909007583070109,0.0019367938397098078,0.004109472649898903,0.001142379157326773,0.0009368510140382357,0.0014408470961532892,0.0015693277364921716,0.0016179904889803412,0.0037893180203290196,0.0017797279378536464,0.002812644164015179,0.0007275516341259444,0.0003280870539182383
BIF,2.337656653753447e-07,0.003347796651852469,0.000921281144534471,0.0028976154127600194,0.0,0.001548383152461416,0.000836454997305871,0.00012653167386437742,0.0032157219421676156,0.0024694435289642058,0.001816538395577759,0.006457650507812076,0.00027219639939854315,0.003883448450845752,0.0026760050532341653,6.811145752773115e-05,0.00024009035933025111,0.0004057981020201221,0.0010129584174397791,0.0017749917481806729,0.00019403748723085016,0.0010856697713084614,0.00035123490217594297,0.001957293152393421,0.0024549794243106417,0.0012827627991621974,0.0037421177791806728,2.1188531158045697e-07,0.0025477268519647055,0.001839068373244387,6.128385667857252e-05,0.0007832003574275138,0.0070083291700205625,0.0009167511002136153,0.0046069863962834795,0.003661661854691035,0.00040474831439786014,0.0006216866295773144,0.0027684310883222957,0.0006902681249447677,0.0010105971337295823,0.001486124518830653,0.0017642682010218355,0.002212386242528968
BRL,0.0015482381025430335,0.0017103956284850366,0.0030311117436115156,0.0010805409520501155,0.001548383152461416,0.0,0.0006866320962483062,0.0013734216286163596,0.0013015650153921881,0.0013356639278505195,0.0023929640743632734,0.0036697466592508455,0.0009864716157973474,0.002000555760187036,0.0028189735605478744,0.0016680727923600017,0.002311240134175054,0.0009036520291238429,0.000786304047277944,0.0014564185016423098,0.001763445728111508,0.0024822936059972923,0.0014003299537058416,0.0012141157494596506,0.001729556037463299,0.0011952823691104598,0.005151464183483123,0.0015499081923462225,0.0009638929785066135,0.0014355054446899248,0.0013318796390303419,0.0010401057727196857,0.003924707748549808,0.0027231461647542845,0.0022122093063674216,0.0015852102178118528,0.0007558797495603273,0.0011307474573558328,0.0022416963459998924,0.002279712471734339,0.0016964278803820612,0.0024961504966263615,0.0005642274309619636,0.0011808691331986788
CAD,0.0008340970122282238,0.002760259268090595,0.002868418680008549,0.0014382307807436455,0.000836454997305871,0.0006866320962483062,0.0,0.0007530181619890893,0.002592778864054226,0.002002845741390777,0.002160730972788405,0.00497464796402346,0.0005490001635067893,0.003031202143893089,0.0029292314405583416,0.0009008655289312899,0.0010588191581068754,0.00037305298736222737,0.0004951573030230966,0.002042059117702265,0.0010675054966054205,0.002624843191818215,0.0007887538685554388,0.0010633898580047437,0.0020666282136652444,0.00031195241540505486,0.004204688839330023,0.000833631122998994,0.001683945663581538,0.0014662838739466237,0.0007683108697108128,0.0006417780343807933,0.004732942127498523,0.0014353849227991876,0.0032590929984693704,0.002565912956231811,0.0005675583040484524,0.0009060484607197982,0.002594361313628952,0.0012857835200717736,0.001452399275617392,0.0017396403955396357,0.0008815387893361319,0.0014211502945545088
CDF,0.00012904056332253936,0.0035529928475011197,0.0011576754786592255,0.002842182183299531,0.00012653167386437742,0.0013734216286163596,0.0007530181619890893,0.0,0.003416151540676792,0.0021921778951963797,0.002204689501058243,0.006784734850280846,0.0004809274611973992,0.00418511318066804,0.0027117781309189118,9.442684845727028e-05,0.0004031104721870698,0.00030279710611460695,0.0008884923689645179,0.0018918555971827072,0.00028971389238329674,0.0016360782109940157,0.0004348237992212434,0.0019791491128309706,0.002713726831600071,0.0011684444961196328,0.004841851678109512,0.00012863971586079523,0.0027375958868841475,0.0018801121263085098,0.00022338502026620957,0.0006528155241742359,0.00728983044928809,0.0011971648044306097,0.004882272674077517,0.00399151634357097,0.00047645550192730775,0.0006078127121223639,0.0025551784100977274,0.0007765111113490774,0.0010992694849405588,0.001449934417687156,0.0016216281622696365,0.002250990286643701
CHF,0.0032027608425469274,0.0008514900944562353,0.003919466722202896,0.0012893514243178042,0.0032157219421676156,0.0013015650153921881,0.002592778864054226,0.003416151540676792,0.0,0.0024053520928315137,0.003160316055383661,0.0021491107882694637,0.002110579846088061,0.0009481733544599198,0.0022120308248399917,0.0035830117286236177,0.004244547807116344,0.002341168800397391,0.0025012355735952543,0.0014895209779727404,0.0034910083281363305,0.0028072163791897755,0.0028517209598972137,0.0023889211818786176,0.0008002122367001393,0.003280419128137278,0.005661497734981261,0.0032065234030157876,0.0006959554678963526,0.0021233861590067055,0.0028697546407875753,0.002587548256830716,0.0026456268258220946,0.004391884815692115,0.001225007641881111,0.0005748100173622976,0.0019640291285469547,0.002648799841700757,0.0026216092333869265,0.003945675256598294,0.0021120475744943056,0.005065865080154214,0.0016056028785074502,0.0011356962124291102
CLP,0.002466281754671794,0.0029412795958773637,0.0033769029135103236,0.0013195190215478901,0.0024694435289642058,0.0013356639278505195,0.002002845741390777,0.0021921778951963797,0.0024053520928315137,0.0,0.00431293351354142,0.005631311368720216,0.0023644952488656532,0.003222113359449186,0.002761340283648622,0.002371328964279162,0.003634760124039527,0.0019718270436781386,0.0018400520487534705,0.0017152982434852013,0.002658163061184733,0.003265017785904595,0.0017650920897637346,0.0024376813126664506,0.0030981168319929747,0.002642134278358595,0.0067730212355376195,0.0024700191684946834,0.002171416775725787,0.002359281260583032,0.0024603335016240204,0.0014498247877362566,0.005646898040854031,0.004107331197267741,0.0036154973662987713,0.003215869394493688,0.0016653986097789103,0.001355856135967282,0.00247857629050939,0.0036733291349995882,0.0017983591689872533,0.0029101633826237885,0.0006364625438312083,0.0014222064583924417
