currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,0.0009752257467427914,6.934149856568337e-05,0.0009492973741003148,1.6939965612984816e-05,0.002336406249365426,0.0010913709798435367,0.0006133648789521635,0.0004608295642690738,0.0007366656472267717,0.0020417615365502326,0.0012952582560516648,9.520081991756326e-05,0.0008774647607506737,0.0016160451763890743,0.0022257584679788293,7.364110636950043e-05,0.00017936521525570916,0.00029327373172298253,0.002162967179091975,9.281547338102692e-05,0.0023811446121683277,8.86701719492206e-05,0.0010326993931182677,0.00017238289184890883,0.0036947719316872824,0.005661586586703512,9.220685921472207e-09,0.00106602569317042,0.0011211671860620576,0.00036305286741211007,0.0002875686115759872,0.0018233298014658573,0.0005216769889016348,0.0012579498753943466,0.0015000862260715884,0.00037781489623739346,0.00026283737245448883,0.0032844574943761235,8.188194552847405e-05,0.0003979356861434967,0.0007659468823503228,0.0017924607165851268,0.0005190198811182959
ALL,0.0009752257467427914,0.0,0.000637260089604252,0.001069159777415429,0.0010325257382312245,0.003301880223791835,0.0011921644856432148,0.0013073160670434862,0.0002904634893221671,0.0018027744283165756,0.0037732058579288672,8.596159905143027e-05,0.0007315428046138731,8.608449279011963e-05,0.0016500403057061845,0.0032556001534267587,0.0009742077051149785,0.0009815968079561906,0.001069754557316339,0.0022912301982861275,0.0009763165427648293,0.0020771483364577263,0.0009734135868497837,0.0011315225949949169,0.0004377731696797011,0.0028771879825257524,0.00611659970248274,0.0009757137967714962,0.0008798914538553563,0.0010942073865462584,0.0013368709711456513,0.000796557513185628,0.0006203375850405784,0.0009770523418425542,9.573243255071688e-05,0.0006706909228043892,0.0004363379478679657,0.0006337730914781002,0.0017213455129589843,0.0010685237735938847,0.0006013738225079314,0.0016387101337183162,0.0022113257001876853,0.0008796743105569767
AMD,6.934149856568337e-05,0.000637260089604252,0.0,0.0008177401350214313,9.594690640005899e-05,0.0024624017418882708,0.0010513542110310466,0.0005594586237164286,0.00030527561325915064,0.0009178162844044531,0.0023091854086127596,0.0009010688326348331,0.00011456511940730861,0.0005615894686262616,0.0015766590897126434,0.002192585283323813,9.891746496174553e-05,0.0001665687937342666,0.00024557129935772376,0.0020047489497631668,0.00017201128976727652,0.0020424673708335753,7.135974078564244e-05,0.0008373086222494254,0.00010788426145339527,0.0031727698368907943,0.006120924017726933,6.930895712733437e-05,0.0008463267285351758,0.0010187777798588123,0.0005269656717176099,0.00029857050781414816,0.0014288952686467924,0.0004368414120684558,0.0008561924839799771,0.001267780478796069,0.00024638856490302036,0.00019678198376808225,0.0025459247280118238,0.00010423887644553106,0.0002705536374425555,0.0007567686841457573,0.0018357186401362527,0.0004119647516397505
AUD,0.0009492973741003148,0.001069159777415429,0.0008177401350214313,0.0,0.0009607334121213218,0.0015109383943056934,0.0006994917958109835,0.0019405983279300848,0.000634597927211094,0.0006206285642936266,0.003095064270210457,0.001337681559269682,0.0009545203634672966,0.000998142466879889,0.0027817477595363143,0.00395218281228393,0.0007316520218270419,0.0008758266961108492,0.0011382451034573074,0.0038862592244192484,0.0007266516894382772,0.0016634796438549115,0.0011131860718777869,0.0010489479572672843,0.0007186057396172286,0.003169461867777763,0.008440811674233944,0.0009492773629750862,0.0004579868215577915,0.0007449575740688808,0.0007189925194558751,0.0011312764189582933,0.0015020062577829518,0.0009061658266152314,0.0011682992606195026,0.001110007376523009,0.0005989993940384166,0.0005601797498622337,0.0032601381458340364,0.001272174923100435,0.0007313555623796543,0.0014810764386311928,0.002095676566709035,0.0011872631530374948
BIF,1.6939965612984816e-05,0.0010325257382312245,9.594690640005899e-05,0.0009607334121213218,0.0,0.002195633974838157,0.0011390781155310307,0.0006796604011987829,0.000525779052274091,0.0007105129213626316,0.002011119171422671,0.0013674405847866917,0.0001400163195039737,0.0009463768510410016,0.001874574144261958,0.002248210788460654,8.458300278620776e-05,0.00014480687644964244,0.0003034291961707156,0.002226840150898012,0.00012718776491918617,0.002430166991452057,0.00010354010040064232,0.0010846013563085512,0.00021417742905538022,0.003583288474870521,0.005628236031386659,1.6954095722779703e-05,0.0010688928214519088,0.0012571714844949343,0.0003552423434964216,0.00032608154257007474,0.0018534203178880006,0.0005479718799825365,0.0013334964275443408,0.001591937601413389,0.00043043032132705707,0.0003156880134148871,0.003363023446502206,0.00010640207817747825,0.00042805542869388323,0.0006844361443134233,0.001780109559290673,0.0005235344361513834
BRL,0.002336406249365426,0.003301880223791835,0.0024624017418882708,0.0015109383943056934,0.002195633974838157,0.0,0.002113107531309971,0.00353057766187391,0.002514573908081491,0.0016967211809720733,0.0021707842747798038,0.0033624084266745094,0.0023398172937512452,0.0027783513979416203,0.005014545123873931,0.005473647712848456,0.0020447367843880585,0.0018199038977410242,0.002269707594672973,0.006556982026905782,0.0021957285233187534,0.003138581442534479,0.0027626832308834674,0.002057696046939182,0.0021468378929852937,0.005013884705986826,0.009961454822322455,0.0023372480159511875,0.0014837633285825066,0.0032471287410068463,0.001610313853936693,0.002368662172305687,0.0025775405498249656,0.0019294222386223826,0.003230068044584173,0.002048300268759558,0.0020610710380326073,0.0020589696394985057,0.0062517560987440214,0.0029919548945780247,0.002009737766548503,0.0017745376937541811,0.0036289037709378164,0.002909247382272755
CAD,0.0010913709798435367,0.0011921644856432148,0.0010513542110310466,0.0006994917958109835,0.0011390781155310307,0.002113107531309971,0.0,0.002531485764223044,0.0010584208941350113,0.0008031910414665504,0.0029343698311054415,0.0013700949034756787,0.0011589650875892007,0.0011968132073285197,0.002233358785539031,0.003874842015607837,0.0011131081135976784,0.0012149517713126014,0.0016032427596606364,0.004989740753353565,0.0006616637000750036,0.0032491341193984597,0.0014275208353295057,0.0020336851968195393,0.0008173976755213394,0.004268738666698491,0.007212201564527982,0.0010923918392244994,0.0007503127153807062,0.0007535382087679374,0.000974317543031664,0.0013700790342559266,0.0022126084323861772,0.0013533508232293123,0.0011942924829896264,0.0008203632827006478,0.0009478431972874443,0.0009379789850495169,0.004301056919346605,0.0012843149749598756,0.0009686313083414342,0.0022140717900662956,0.003020768283841616,0.0013253851021938128
CDF,0.0006133648789521635,0.0013073160670434862,0.0005594586237164286,0.0019405983279300848,0.0006796604011987829,0.00353057766187391,0.002531485764223044,0.0,0.000679271974626888,0.0019324426638989882,0.002063235094266386,0.0015136352958351914,0.00036713888259043236,0.0011047340774676625,0.002008588256388951,0.0026107415126326266,0.00068297920602216,0.0006064136605808577,0.0006029556836865433,0.0011222670594415517,0.0009822288113443753,0.0019036586262333305,0.0005609458658633329,0.0008062825496902307,0.0007906850620828471,0.004042582288593854,0.0069644497182848285,0.0006136686527692785,0.0017788142763516348,0.0015884161583077936,0.0013379027098863227,0.000383772013886416,0.001540739566922602,0.0008666937141105661,0.0016279792215694938,0.002158110460998616,0.0007764594673704866,0.000639938575009951,0.002500791330365202,0.0006703996263303443,0.0005762057815615906,0.0007332501584350463,0.0016701192677981709,0.0016419107497396075
CHF,0.0004608295642690738,0.0002904634893221671,0.00030527561325915064,0.000634597927211094,0.000525779052274091,0.002514573908081491,0.0010584208941350113,0.000679271974626888,0.0,0.001071876765514964,0.002761315951853806,0.0004245152851119914,0.00024127845410135595,0.0002171515344622033,0.0016091198319918526,0.0027831230164506253,0.0004834832476147097,0.0004796998475074376,0.0006078208207113734,0.002109918352427571,0.0005005888341111163,0.0013358787024916005,0.0005860148430573952,0.0007330017319120976,0.00022820503605596625,0.00322929183203813,0.006247834120354851,0.0004614770875736027,0.0007417368034435249,0.0006191116239186923,0.0007047435996810829,0.0002721876351855531,0.0006860456260840233,0.0005894085912219506,0.0004286898486667134,0.0007687146377088308,0.00014228979109030771,0.000140567024851005,0.0022908285136356136,0.000672474676297569,0.00029155204391443984,0.0010367054653508223,0.0016016727399756005,0.0008911622835687954
CLP,0.0007366656472267717,0.0018027744283165756,0.0009178162844044531,0.0006206285642936266,0.0007105129213626316,0.0016967211809720733,0.0008031910414665504,0.0019324426638989882,0.001071876765514964,0.0,0.0019667557910914187,0.002181967378888729,0.000939621865913603,0.0017767245852662753,0.002428024333522623,0.0029177582577675763,0.0006389560777728377,0.0007965483787376005,0.0010099820735826575,0.0041694783690254325,0.0005200877656014978,0.002413605866390383,0.0010611783449443518,0.0015508812727464227,0.0008499055226123406,0.0037552725591680556,0.0066273419237910846,0.000734892484779,0.0010846257481190035,0.000981143256592567,0.0003307589793893242,0.0009584278623708648,0.002498826153773692,0.001321376677667908,0.0021177569604346022,0.001933261450459443,0.0009068746187313601,0.0006687328349532555,0.004294541385442122,0.0010430095976054496,0.0009407545168057,0.00157697880427803,0.002739153094711667,0.0012236217942447145
