currency,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
JPY,0.5072485772688824,-0.0016144673793929709,0.38497319893567444,-0.028882242078643,-0.013588685346801443,0.3065529814420261,0.01109169041955543,0.7463933726777148,0.19216361124215267,-0.20750826127482347,0.6478009746664493,0.22245110326287515,0.6556241826077424,0.5907961793875787,-0.20606650702465285,-0.1082082097719513,0.11618243841541152,0.17615313077714134,0.33764332498451793,-0.1364021243763031,1.0,0.13852141257357375,0.5023538101915317,0.23188968556174006,-0.19412262996566212,0.18496306081034272,-0.27088880161880735,0.5368711240917398,0.2385678624551812,0.0382316517341597,-0.0669873029389266,0.4085920025473798,-0.15409057372068863,0.5363023176102578,0.5757686395088015,0.611723446160497,0.5603582973490737,-0.10150510316030065,0.16486154611538104,-0.12505942884930932,-0.243640026807757,0.29896743360250827,-0.1272158610986493
KES,0.3259250914646607,0.12277936973161284,0.20109387365594886,0.04490218552952961,0.16164275870023587,0.1662694619899742,-0.08002428610579754,0.2715541050406662,0.17701863033132595,0.24558640305587912,0.3756388194850567,0.23431826129568356,0.3398426889491539,0.1562538661757873,0.011040336596807074,0.012995410113875004,0.187262893571773,0.22407813500399404,0.33594886863574464,-0.3441798642915379,0.13852141257357375,1.0,0.17326099488981886,0.23881022056272705,0.30906936923761225,0.20925979533693279,-0.055535193827570925,0.24808668323362848,0.252595750684353,-0.03516744924215331,0.39786865284948175,0.44326863110094084,0.13837175606922136,0.2500136289082992,0.2733797847431103,0.2990453524618839,0.2866106823203393,0.3195886515928292,-0.02240518137211887,0.05094671085475372,-0.05678372832977662,0.22569063663604974,0.11002135890765931
KRW,0.35971106722568763,0.015420943210465214,0.37420509058295426,-0.06072079871859325,0.10931199050578227,0.2145286295660458,-0.08619064505804029,0.47396033024981926,0.1329744528291004,0.14915818134135272,0.4992741367568083,-0.02922153373168766,0.49774633001839036,0.4972156901947212,-0.06465646623824636,0.05451464289078358,0.34397270565642435,0.38228930901079927,0.3694463478074757,0.02819573299891807,0.5023538101915317,0.17326099488981886,1.0,-0.04669983068456997,0.04572567639301763,0.1558907848600059,-0.0738437844806663,0.5096061047387431,0.3579630803558344,0.1565591075585429,0.20710731231296345,0.43487555967981995,-0.2764951422171966,0.4589691888421227,0.5028000111942228,0.6709436190742228,0.6318135439940921,0.0798535137115718,0.16103995531313106,0.1238580192570729,-0.1334111718473581,0.35617023320461794,0.06540349378498783
MUR,0.3062824348842572,-0.12837509349463014,0.27738138556859143,-0.07415963425308471,0.01209661701905177,0.16423603611718188,0.019440963872540868,0.30308819960453715,0.20563838959804073,0.010225613199961684,0.22943958126119235,0.029931215294087543,0.3571451260236798,0.22393830354334077,-0.20222644193603434,-0.2062325076926653,0.13169235467301343,0.156001256153531,0.31709486337216375,-0.27492891848234136,0.23188968556174006,0.23881022056272705,-0.04669983068456997,1.0,-0.03576227587122783,0.060167617241600295,-0.16502959658704114,0.18636752354386285,0.2678215815703809,0.13342548783040672,0.05586161453250185,0.1447457482950721,-0.18848233112624824,0.24544446091980043,0.25993095452796416,0.21311203041348448,0.14689596854646905,0.12001209381055233,-0.017024021150311354,-0.06823896044840114,-0.1493843368122975,0.11079631324412507,0.017472543539663373
MXN,0.11336761512561974,0.08926966457014343,0.15853775898158257,0.22673305031695828,0.45134436955083135,0.12979797718476893,0.07345292936133258,-0.15980732149770824,0.3719948465252946,0.4977764185356635,-0.00870430841901531,-0.03751899611381263,-0.05666069972679274,0.02745674344350927,0.1955898408992969,0.20223585178543518,0.12395997972025276,0.2116438068796413,0.22029795391943022,-0.13002936705078622,-0.19412262996566212,0.30906936923761225,0.04572567639301763,-0.03576227587122783,1.0,-0.03771844860498411,0.1817094388169941,-0.09305057326252117,0.10636598457982344,0.26139861881822385,0.3719369340998805,0.23222672601078376,0.1706812937235203,-0.023941770526731264,-0.04761418963269416,0.05907275862816395,-0.013709108345346104,0.5167723586948239,0.05287919040884702,0.08616322441137429,0.12132963491048751,-0.006739851501400438,0.18285234400300973
MZN,0.22853441392613297,0.24435709972479142,0.05986927621451092,-0.09139573692199401,-0.10186356196927805,0.14852972432151074,-0.04141827535453841,0.2273130480208584,0.1565170640889454,0.06526096002573478,0.27230508738207404,0.12088536039810135,0.2482576347026302,0.19754560557871795,-0.028335546382956746,-0.0314923655626221,0.030603105982388665,0.20216952996296536,0.22690136035323522,0.058175818529141915,0.18496306081034272,0.20925979533693279,0.1558907848600059,0.060167617241600295,-0.03771844860498411,1.0,-0.0021902233033267745,0.0735007760342581,0.13267511475834637,0.05473241296611975,0.0831795945770939,0.40663794105264345,-0.07532703247422991,0.17604742316735847,0.28852621368684533,0.2463602696236259,0.22923975443725092,0.11917935699950823,0.1706969644885827,0.04158362939513362,0.025968304844856165,0.2595083145115166,0.14736837957632729
NIO,-0.26730200959485073,0.31807299941357975,-0.303854927033022,0.12695383685731018,0.2440902315085267,-0.16111097486778458,-4.6694981287113534e-05,-0.3141012578383374,-0.03207861367555018,0.2277262820355928,-0.21104552361616932,-0.12093395212819012,-0.3532091351424969,-0.2395927436520273,0.4460041940585421,0.12092593259743974,-0.266623119205388,0.004932808936020688,-0.23629064761889582,0.3085769902357184,-0.27088880161880735,-0.055535193827570925,-0.0738437844806663,-0.16502959658704114,0.1817094388169941,-0.0021902233033267745,1.0,-0.2227884719886644,-0.32211476847016696,0.18963077777420917,0.37980954211939555,-0.003975802295760532,0.1396475446693223,-0.27447320908341977,-0.31081773872200447,-0.17623641886385377,-0.10347907410796478,-0.03152052585967155,0.09991204420894491,0.18222211157089493,0.3687079494361256,-0.18533527162576063,0.07568144550328802
NOK,0.6091837597500629,-0.09745709517552426,0.526951345019669,-0.050940835437494975,-0.04550507788917134,0.42686838998518345,-0.015054637894535601,0.7813955357751863,0.14406319578173735,-0.058269663282333926,0.7549655908551768,0.16240205725243492,0.7889890223595001,0.6263767446223708,-0.2274839269674826,0.05950529722993759,0.24027515418825213,0.1378446729824661,0.5072512788951021,-0.09134222451162669,0.5368711240917398,0.24808668323362848,0.5096061047387431,0.18636752354386285,-0.09305057326252117,0.0735007760342581,-0.2227884719886644,1.0,0.3968002159105174,0.11009074460044468,0.07014340459009527,0.6228501737706266,-0.25143435111871426,0.7346362843791142,0.7979637162405333,0.6296128071854972,0.4423889562264927,-0.051569298202693736,0.2872501524324721,0.010449260438612615,-0.18352410297969046,0.4311865249637429,-0.00256127154207166
NZD,0.45174698148479975,-0.007592274244459903,0.7711986360840268,-0.015260694112297375,0.09086413452530122,0.39580984998222435,-0.0676002374340218,0.46326391759699903,0.2736913949962895,0.29350728089811645,0.4611641208815747,0.19671440823031094,0.5661476896310802,0.5502061040929456,-0.16518309570251496,-0.18150561524189524,0.2667897462761684,0.2524612853101345,0.672132106740341,-0.05977088987905599,0.2385678624551812,0.252595750684353,0.3579630803558344,0.2678215815703809,0.10636598457982344,0.13267511475834637,-0.32211476847016696,0.3968002159105174,1.0,0.20200102748226662,0.15989264692138186,0.49651315753184083,-0.14796407628446762,0.5073903276936994,0.5687409331395243,0.40206821519052033,0.34129936292015384,0.20622576428015363,0.2240196798502461,0.2376463911973718,0.08515924227657747,0.38661314314351053,0.049032108450167915
PEN,0.18030662774637285,0.10149963237278739,0.28080963382964663,0.09537902461447034,0.3909744881187329,0.23387715250649968,-0.03820710640405353,0.062327009194426984,0.19575729778497583,0.2905719223143899,0.13466665272801173,0.02168140314364896,0.10593688661130615,0.05919712365013968,0.01586241946599917,0.037742299528665466,0.13363560815732736,0.23111650441682235,0.08682348990961739,-0.041803843929191974,0.0382316517341597,-0.03516744924215331,0.1565591075585429,0.13342548783040672,0.26139861881822385,0.05473241296611975,0.18963077777420917,0.11009074460044468,0.20200102748226662,1.0,0.22885673326397313,0.30922954240239664,0.15396573528778237,0.15168651488124046,0.14463049003508,0.26896141751554037,0.05287463249760797,0.23473977542905522,0.31969720053999334,0.05475188726822397,0.3541934819675544,0.2018227307209681,0.0872672419462426
PHP,0.03446259170025993,0.25805458078371996,0.11872246477531818,-0.011291542610272003,0.3738345016579981,0.06504450681969073,0.06487651154434203,-0.0024182176063471316,0.2042369003623194,0.43872301545874104,0.18565412604943737,-0.021722367175106817,0.07558643945081599,0.0038555945652805216,0.009023034405385943,0.004945169859859026,0.28847280886475657,0.22136638406566492,0.16258577046009584,-0.07625118199697158,-0.0669873029389266,0.39786865284948175,0.20710731231296345,0.05586161453250185,0.3719369340998805,0.0831795945770939,0.37980954211939555,0.07014340459009527,0.15989264692138186,0.22885673326397313,1.0,0.2220993322924144,0.1121763672440993,0.13490699556985739,0.061760548379658366,0.24274076823708265,0.2897572827943428,0.2480543164770139,0.16014142246272614,0.2073693597766516,0.1721946932391552,0.1463092058525601,0.11997238906121092
PLN,0.6654001518522031,0.05713667828527613,0.5312040525360389,0.013254756825634416,0.18244462731484062,0.4440821841298394,-0.030537585849837765,0.6682841621193312,0.3919913186158818,0.295298381236996,0.7195988655997023,0.18764605242852356,0.6926654439788865,0.604179365249497,0.04651507349006359,0.17141430374883135,0.2145027668093092,0.268702591582142,0.582208193594816,-0.04154886429501789,0.4085920025473798,0.44326863110094084,0.43487555967981995,0.1447457482950721,0.23222672601078376,0.40663794105264345,-0.003975802295760532,0.6228501737706266,0.49651315753184083,0.30922954240239664,0.2220993322924144,1.0,-0.0003026389706295554,0.6198034570421699,0.7098802570207174,0.5743218077198625,0.4140409937206705,0.3712567541137689,0.3206961972619873,0.1938783657885323,0.13003087858508341,0.4713616754015586,0.16518509990875374
PYG,-0.024350167449301106,0.06471963407059471,0.08819083939329857,0.03862660686596199,0.3646221394555969,0.07679201807247685,0.10977064540259203,-0.22042416086106592,0.11907271019235667,0.19938073925756084,-0.1582657627986166,0.21657256571679268,-0.1804149815499615,-0.17812083372629045,0.3070959085933966,0.004132137984653339,0.07522852188118695,0.05814512919391407,-0.2511444682251372,-0.03545440177771634,-0.15409057372068863,0.13837175606922136,-0.2764951422171966,-0.18848233112624824,0.1706812937235203,-0.07532703247422991,0.1396475446693223,-0.25143435111871426,-0.14796407628446762,0.15396573528778237,0.1121763672440993,-0.0003026389706295554,1.0,-0.18105472349343626,-0.150265024206748,-0.05384711329916326,-0.16709655723180009,0.3242531463638931,-0.05364040559721179,0.05002865114586994,0.33805612566666254,-0.14902510086658738,0.013658201091307864
