currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,0.0010993554886481777,0.0008828056202171116,0.0017341541645198052,0.0018284308535598368,0.004471951194853461,0.0010175835409450625,0.0038380116704617453,0.0015429933877322563,0.001535570412594783,0.0019280055861003636,0.0021058951860186484,0.0003858710157127234,0.0013704193037810026,0.0011341357227478447,7.843781050772858e-05,0.00011254618201538396,0.0013066886390799394,0.00039907238172483034,0.002939939334631927,0.0005518504434410731,0.0013057175136126906,0.0006017789849977149,0.0008075932205932762,0.0008626416203088748,0.0007634815982954647,0.003064668871146338,5.705632760184819e-07,0.0019758149218798643,0.002315197522401962,0.0002552894075220461,0.0005335281338253207,0.002082679805095148,0.0023921381575954946,0.001534391544039647,0.001891091339801476,0.0002807302215148866,0.0005496428176025002,0.0034703998018697467,0.0007665186548732057,0.0008110519999594769,0.0047679954997733205,0.004471268752555072,0.007967131713898906
ALL,0.0010993554886481777,0.0,0.0017187938044583126,0.0014168437651261648,0.002894611927265529,0.0053530715996784025,0.0012733099332181833,0.0053826942164277945,0.0005849340583482993,0.002006974805353498,0.0028588547430923876,0.0009706276207259328,0.001102405900630017,0.0003876654315764696,0.000550012831427808,0.0011978410538396593,0.0011752832747842705,0.002206857574491135,0.0012151634343590169,0.0022147506787424187,0.001962376446138768,0.0011896022233551236,0.001170939782298144,0.001229074357049856,0.0013654615109289178,0.001655112756490593,0.0033250620389125574,0.0011133152079210301,0.0012795252572734026,0.0019731402785226116,0.0011636036427873984,0.001580096782088198,0.001168342486734173,0.003570469467650247,0.0006921045060521267,0.000713092327440404,0.0006918189700129494,0.0009586361683463922,0.0038407114900475305,0.001344734718951739,0.0016010567268814786,0.0062075744113317686,0.0038255931418614553,0.008293449810074047
AMD,0.0008828056202171116,0.0017187938044583126,0.0,0.0030049527548915126,0.002543607534279355,0.004877664604204346,0.002064455050308519,0.0048553159617393035,0.002496324944156427,0.0026029450759257,0.002512482501130118,0.0029616885864909666,0.001160549131834175,0.00226782600098823,0.001882828667270404,0.0008661558476997862,0.0009923080812119561,0.002673143379810928,0.00126171248037204,0.0035968481521940097,0.0012194306932853086,0.002191989835178757,0.0013056038036467848,0.0016643571120928085,0.0019695042407837206,0.0014997102517426727,0.0031436165977707913,0.0008690990423758964,0.0031160446008286374,0.0032197115744405863,0.0010417246841660267,0.0010621303131650786,0.0028105364238767906,0.0030868425099914902,0.002265806516253292,0.0028846013244394034,0.0011734804102457694,0.001407054528671465,0.0045251169508139285,0.0012852266211260672,0.0012361210237946485,0.0057028668278292765,0.006059495334581187,0.00963675879817553
AUD,0.0017341541645198052,0.0014168437651261648,0.0030049527548915126,0.0,0.0035169835372503904,0.004495122418605141,0.0010485035091351218,0.00552427268936099,0.001579421654525401,0.0019485320927109524,0.002579217572023614,0.0017802041581636732,0.001793388542015205,0.0011315666745102988,0.0011906038239285046,0.0018531813419058714,0.001999235982727071,0.0015821961137876632,0.0016021878089326083,0.002018788130212872,0.0025027453658007844,0.0018812838601470106,0.001925075671506682,0.0016560611997136964,0.001918269986890902,0.002132792904774052,0.004522784551661102,0.0017538405084124534,0.0017591477578666709,0.0009588134256535595,0.0016157615122659168,0.002039287917766637,0.0017977867321375255,0.0037670475533276636,0.001341282018980976,0.0012694723733455782,0.0012812377548502983,0.0013937141250253287,0.0033844305131540227,0.0021410889595736417,0.0022601851531412883,0.005638663302512601,0.0041297105382362646,0.009605446843530641
BIF,0.0018284308535598368,0.002894611927265529,0.002543607534279355,0.0035169835372503904,0.0,0.00421551977088035,0.002830654908631731,0.004952416794701531,0.0034815690533539024,0.002466834827822873,0.002927016994685889,0.003783682824864141,0.002365940636669677,0.003260236644872061,0.0030885099288325327,0.0019361834406205222,0.001910143489337254,0.002909976015095303,0.0023756003210290994,0.004770289480420851,0.0025747319565330587,0.003223401770381077,0.002336008894556708,0.0027835957720510106,0.002877346391881038,0.0020561362934052646,0.005325799812849926,0.0018208004131964294,0.003997891743955353,0.0042064251853001005,0.0019533920179776393,0.002384263934952652,0.003859379490713284,0.004059003389866671,0.0035905459391842925,0.0038919032591341125,0.0021670224674954393,0.00222551407262901,0.005067685542386411,0.0026003531682135587,0.002850241037437602,0.005323822602036392,0.006365033077825837,0.006937857212867431
BRL,0.004471951194853461,0.0053530715996784025,0.004877664604204346,0.004495122418605141,0.00421551977088035,0.0,0.0042127462296916544,0.007652604031981902,0.006597937873725384,0.003173594428591642,0.003159958679714035,0.006478286482322953,0.005107404540806364,0.0058496483587753825,0.005878683472635799,0.004267457639822537,0.004812480277020163,0.004434946283504775,0.004305613554937443,0.006880789082101197,0.005295276863280325,0.005843340759533428,0.004543391521294671,0.004864071556789834,0.00528707486931648,0.0035674719947283847,0.008290824637229728,0.004447862453250604,0.006718293676967735,0.006202405703065893,0.003891746592223847,0.0038506001102968797,0.00544105245514296,0.004478944894151967,0.006145757193314691,0.006465013829188899,0.00457993738106735,0.004335246992242164,0.004153184007601709,0.005017394712735459,0.005448324332587661,0.005771133326546128,0.008760584228333132,0.0120082403268716
CAD,0.0010175835409450625,0.0012733099332181833,0.002064455050308519,0.0010485035091351218,0.002830654908631731,0.0042127462296916544,0.0,0.004113257078729154,0.0015271713004226233,0.0017734961180083636,0.002389554807903688,0.00197191956819938,0.001296091651128289,0.0012777886563829907,0.0014339491291460184,0.0010738812493837646,0.0012387694404323302,0.001591250812025733,0.0011467256780833789,0.002332022594150238,0.0018323783396104372,0.0016165846189050207,0.0013591393141590413,0.0014362242113644895,0.0015724747151046564,0.0015522513233166219,0.003557662196481023,0.001025918221120266,0.0017828500597355827,0.0021177268526963917,0.001034465824928113,0.001455258981452733,0.0018072898106560762,0.0031701010480666286,0.0015910539249861355,0.001547208653255551,0.0009156669777292266,0.0012436387660617891,0.003473425825880073,0.001281991279077372,0.0018660900321689623,0.00491930688244936,0.004354859248081821,0.00832990229490071
CDF,0.0038380116704617453,0.0053826942164277945,0.0048553159617393035,0.00552427268936099,0.004952416794701531,0.007652604031981902,0.004113257078729154,0.0,0.005778978111739652,0.004572116470399362,0.005143546081825731,0.006361644884311328,0.004161400301349392,0.005865839423828952,0.004856985755825353,0.003872130370137816,0.004150032363417787,0.004876659717101632,0.004335796777140089,0.007098585464283807,0.004399576421496498,0.0050940693235670955,0.004683024194261088,0.004949091549931639,0.004629904969656247,0.0043500201611671304,0.007186777726760506,0.003838586603977428,0.005896740347672461,0.006556228068432328,0.004168939713663621,0.004185866573922223,0.006093366328573863,0.005564934131817483,0.006237567626848628,0.006104703738370438,0.004353462095579869,0.004356340275782916,0.006585291231334008,0.004550315408813319,0.004034040684746784,0.008581115747161918,0.007556654828958325,0.01099371405312796
CHF,0.0015429933877322563,0.0005849340583482993,0.002496324944156427,0.001579421654525401,0.0034815690533539024,0.006597937873725384,0.0015271713004226233,0.005778978111739652,0.0,0.002667883287655634,0.004143021293399938,0.0004779022189063606,0.0016618303341842508,0.00016446765587356917,0.0005789825219919193,0.00178930698029529,0.0016751970297006198,0.0023943734002042764,0.0018505900526852796,0.002000373880732549,0.00243831258994064,0.0007298403873045312,0.0016214287827353957,0.0012924290124052078,0.0017062823013683764,0.002653377931680555,0.003619045035992382,0.0015622034232365425,0.0007901064657012693,0.0021069958312742907,0.0017200471419787698,0.0020809097180876407,0.0012296862342716318,0.004782094380025534,0.0006090005536739255,0.0004708081313536867,0.000967172374109562,0.0011405054865689488,0.005407336807938045,0.0018083014862640143,0.002316245808093676,0.007418249651163859,0.0038741517654182957,0.009502026227393802
CLP,0.001535570412594783,0.002006974805353498,0.0026029450759257,0.0019485320927109524,0.002466834827822873,0.003173594428591642,0.0017734961180083636,0.004572116470399362,0.002667883287655634,0.0,0.0018328058787641952,0.0028849333244908583,0.0016392800411348788,0.002232200205553268,0.0021506599319457732,0.0015058298893779953,0.0016571015305962909,0.001977074058170168,0.0016377914679025145,0.003396606026453977,0.0021971660536113957,0.002297085304418708,0.0017970177405526775,0.0020470015831248675,0.0019248599837307459,0.0014934861113244757,0.003921163357164391,0.0015380400082178312,0.003009515562542116,0.002818672086586378,0.0015457282637770893,0.0016993744665027637,0.0022162355240454624,0.0034712827218957,0.00253152946159299,0.0025905662428353645,0.0014874517879343435,0.0014914533980655955,0.0029438258134680166,0.0020142654316715847,0.0024994506921895794,0.005108851160811301,0.0045727034663328855,0.007932106648012355
