source_currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,20.612396,37.719746,9142.36712825,1.68746425,18311.592717749998,168283.1443395,49.01174549999999,13187.78812875,7316.797012500001,10419.26842825,1572.9057482500002,1708.9793355,134375.08607825,27888.331823,355.12018824999996,2991.3199827500002,6463.1749525000005,15703.360830000001,156.799029,679.01933375,51727.838143,504.0727635,28776.6144,78.246844,138645.895884,121.20638500000001,889.286568,2746.7447335,1971.591368,4982.590479,4295.873771750001,2311.34354825,586.94373775,127.51220900000001,3902.23714725,16362.967407749999,8871.92810425,4804.951118749999,140.14991425,32.3614445,489.44563974999994,3371.17785075,37.3577865
ALL,20.612396,0.0,0.01335175,0.7046045,0.0,13.026374,11.676082,0.0,14.484351,0.00324375,0.22505950000000002,8.92995425,3.7827577499999996,1202.75299775,10.62827925,0.309297,0.38732925000000007,1.5584795,5.14159225,0.00038475,0.0023490000000000004,1.43772025,0.02074275,3.7385849999999996,0.025888500000000002,1.071929,0.0,0.0,0.45837625,0.102906,0.04300975,0.066702,16.4964155,0.22348050000000003,79.106969,2.5297212499999997,0.79972275,2.150884,103.32767975,0.00672975,0.0,0.027399,0.13710425,0.0
AMD,37.719746,0.01335175,0.0,0.21426225000000002,0.0,9.39436975,26.02399375,0.0,33.657383749999994,0.34344825,0.04463925,6.66544225,0.0,284.30568475,7.54181025,0.0,0.0,1.0007920000000001,22.118039749999998,0.0,0.00017825,2.93307425,0.0022775,5.476083,0.0,0.12901949999999998,0.0,0.0,0.158025,4.45157775,0.0,0.033252,12.05856975,0.14042425,3.82693225,5.6820474999999995,0.9807625000000001,11.4450235,0.36020325,0.001082,0.0,0.0045275,0.20948925000000002,0.0001
AUD,9142.36712825,0.7046045,0.21426225000000002,0.0,0.56115125,308.53198575,671.06189625,4.6832765,877.45732475,265.8812775,18.849437,186.22483799999998,15.876364750000002,9413.45978775,2319.20718675,19.67649225,3.2703792500000004,2502.16520025,2625.65154875,7.089781250000001,3.0219685,14735.645073250002,28.01902125,7164.974501749999,26.62209825,338.13932324999996,90.8572015,2.6207217499999995,122.22541125,3665.93696525,41.18145425,546.6911405000001,232.49976075,0.5277222500000001,2.68062675,472.36487924999994,5834.441367,3379.75643275,280.738816,26.45348175,4.41762725,1.5529325,477.16442825,72.846714
BIF,1.68746425,0.0,0.0,0.56115125,0.0,0.047450000000000006,0.7324297500000001,1.1481422500000003,6.1884095,0.163484,0.01675225,0.06558525,2.2500000000000005e-05,37.48756425,1.3552600000000001,0.0032639999999999995,0.0,0.04523075,8.01481875,6.3e-05,0.0,1.4434372500000001,24.528959,0.541965,0.27586725,0.0,0.0053235,0.0,0.089953,6.3e-05,0.005814,6.25e-06,0.13225575,0.0,0.13039225,0.21222074999999999,1.3078325000000002,0.30277525,0.479738,11.433543749999998,11.8548665,0.0,1.93567975,1.4919262500000001
BRL,18311.592717749998,13.026374,9.39436975,308.53198575,0.047450000000000006,0.0,1151.19943925,11.7201915,1214.226518,2279.458901,1074.08180475,121.30467225,1068.0828502499999,20677.150384,1968.9773085,66.723352,59.6919985,974.27958625,3012.53300125,62.117956500000005,14.5365125,3020.1964389999994,24.215898,3368.53604525,5.77604075,2303.39791725,26.53530325,27.9761655,437.07215525,52.99628,890.03787075,211.85613275000003,244.16160725,1539.2476832500001,12.26786375,470.65442774999997,1188.11985325,962.34502625,516.29354075,6.149418750000001,1.0309465,1108.61554975,513.68487375,4.90391575
CAD,168283.1443395,11.676082,26.02399375,671.06189625,0.7324297500000001,1151.19943925,0.0,6.2561645,1210.43278575,564.3079455,373.19167975000005,98.6407315,521.15285575,13040.2629505,4745.552889,42.479579,79.2090445,619.12512675,1245.5691585,22.165727249999996,90.535821,4510.75870775,30.399258,2233.9126042499997,3.8102012499999995,3863.70650825,22.010935250000003,77.75224775,742.87743075,204.13359099999997,822.44765725,279.51450325,399.13369950000003,5.00755925,7.989421,372.89002725,547.82533625,518.6475780000001,454.4617775,19.163096,9.40884625,27.850534,302.8509105,6.59888925
CDF,49.01174549999999,0.0,0.0,4.6832765,1.1481422500000003,11.7201915,6.2561645,0.0,95.36915425000001,0.076605,1.83726575,0.04566175,0.00777775,28.186972500000003,16.804461,0.46770300000000004,1.0423197499999999,7.069116749999999,48.97429275,0.3495345,0.0,14.396674749999999,60.835967249999996,8.589326,0.35944725,0.022491,0.340759,0.0,0.006104,1.62891875,0.02362125,0.016317,2.4999999999999998e-06,0.31273275,0.39189725000000003,0.0,4.361954,0.02923325,11.02040975,514.39261425,53.66567625,2.295805,1171.9907520000002,375.93173675
CHF,13187.78812875,14.484351,33.657383749999994,877.45732475,6.1884095,1214.226518,1210.43278575,95.36915425000001,0.0,280.6016455,234.40083175,1102.20551525,159.11849800000002,67516.43984975,12129.07650675,301.81080225000005,9.19261075,182.82839325,4431.99828075,25.51982175,3.4342042500000005,2581.6708205,35.04686675,900.99487975,18.33775325,822.7204244999999,25.246674,1.6881092500000001,403.0350695,80.14726,696.09354875,163.62773049999998,1073.1847685,8.007460250000001,71.88428825,870.045553,3028.786129,1403.7587407499998,2085.3924185,55.80144975,18.46904875,96.049465,815.61583475,1052.760308
CLP,7316.797012500001,0.00324375,0.34344825,265.8812775,0.163484,2279.458901,564.3079455,0.076605,280.6016455,0.0,504.67590225000004,16.95097575,3.555249,4432.730936250001,475.43891575000004,3.2818614999999998,55.37477425,96.13269725,837.4097232500001,1.99262375,3.1693284999999998,2295.13570625,2.978601,1717.58397225,0.17823925000000002,846.9079582500001,1.0036432499999999,10.765217,26.23403775,56.182578,830.26488825,31.62156425,44.401339500000006,315.314209,1.420077,150.49190625,33.27897125,236.52732075,147.02993775,0.54826275,0.0074605,78.1914845,68.11339775,0.2152375
COP,10419.26842825,0.22505950000000002,0.04463925,18.849437,0.01675225,1074.08180475,373.19167975000005,1.83726575,234.40083175,504.67590225000004,0.0,19.4056775,10.251665,3904.615927,385.78709525,0.79376725,106.16013000000001,39.11687925,1099.3619985,0.16997075,10.2815925,440.16395524999996,2.0918409999999996,481.22831025000005,0.056264,1380.9762660000001,0.61980225,5.25144175,16.920052749999996,6.19792575,582.473472,9.9237495,19.9522975,13.72854975,0.24310975,42.23037375,82.3455055,70.37511525,253.81703275,1.15571,0.2635165,12.614603500000001,54.1201565,0.30689025
CZK,1572.9057482500002,8.92995425,6.66544225,186.22483799999998,0.06558525,121.30467225,98.6407315,0.04566175,1102.20551525,16.95097575,19.4056775,0.0,80.7906715,51487.0657465,3032.3632955000003,4.6613057499999995,4.070545,61.598729,233.266639,10.371298750000001,0.06446199999999999,570.48573625,7.2433145,577.4022002500001,3.8434932500000003,210.22278275,0.9307075,0.51906775,262.03947075,20.62852375,8.644869,59.142973500000004,6057.0365875,1.2862512499999998,224.79302825000002,971.9798227499998,206.01360375000002,229.27608750000002,790.85568025,2.6726609999999997,1.93970775,4.8895105,163.31687399999998,0.7316625000000001
