source_currency,USD,ALL,AMD,AUD,BIF,BRL,CAD,CDF,CHF,CLP,COP,CZK,DZD,EUR,GBP,GHS,GTQ,IDR,INR,ISK,JMD,JPY,KES,KRW,MUR,MXN,MZN,NIO,NOK,NZD,PEN,PHP,PLN,PYG,RSD,SEK,SGD,THB,TRY,TZS,UGX,UYU,ZAR,ZMW
USD,0.0,43.013561249999995,32.02096025,9728.79665675,1.3682937499999999,20075.804800749997,172677.55871374998,55.9189925,21791.235843500002,8572.333052000002,8417.414859,2254.6324347499994,607.446817,171334.50958425,32708.667405250002,459.80436199999997,3914.9573760000003,9002.27548425,28306.9264135,273.4895445,704.2931162500001,54574.76893399999,278.23042399999997,42362.796753,53.622889,169973.59027674998,71.721224,1219.30145125,2151.04607825,2006.6456232499997,4963.66073325,5310.91401925,3880.36377425,576.9245732500001,174.219856,5381.21536725,20940.066729,13613.63344925,6899.922921,80.459062,61.215278500000004,600.83563325,4432.221228,34.1693455
ALL,43.013561249999995,0.0,0.000146,0.6486795,0.0,17.63245625,15.803857,0.00587825,24.189288750000003,0.133845,2.6540285,33.56927325,20.1635525,1571.4058415,10.5432255,0.025787499999999998,0.0012,1.98557875,17.4819095,0.0,0.00298825,8.35543925,0.11856425000000001,9.22977275,0.061812000000000006,0.44472900000000004,0.0,0.00207625,1.4950849999999998,0.1317615,0.195645,0.0231745,30.0317955,0.181748,79.64362825,10.896288250000001,1.0282125,1.8595497500000002,210.77243574999997,0.40183975,0.043571,0.08226775,0.2814775,0.0
AMD,32.02096025,0.000146,0.0,0.6115735,0.0,2.3273157500000003,3.54945275,7.5e-06,96.07407375,0.09026475,0.08184649999999999,14.323007999999998,0.0022775,282.7257995,8.74556775,0.00457725,0.0232,0.712041,45.497555500000004,0.09655699999999999,0.0008259999999999999,2.1211345,0.019449,6.996414,0.0,0.33331325,0.0,0.0,3.624099,0.02207425,0.0,0.03284825,16.336682500000002,0.02391925,0.15936125,2.86071,0.61949425,1.7432102499999997,0.6960842500000001,7.5e-06,2.175e-05,0.0078035000000000005,0.23972650000000004,0.00124375
AUD,9728.79665675,0.6486795,0.6115735,0.0,1.8642729999999998,450.74484375000003,837.11040025,2.14084725,966.5285342499999,179.85275675,63.04101525,174.56647675,19.636485750000002,10883.199387749999,2469.935701,86.190602,5.939712,2659.1935135000003,5265.42528725,18.796048750000004,6.54893925,15487.532093500002,59.06814125,9008.784666250001,17.32272775,334.09263,109.47519875,4.421474249999999,100.88722800000001,3369.69923325,54.33633825,913.3749007499999,375.81372075,0.8602765000000001,6.99875075,483.3619605,6661.063665750001,3970.9803884999997,463.213367,24.176202,9.6722685,21.41098325,520.29158225,4.003480000000001
BIF,1.3682937499999999,0.0,0.0,1.8642729999999998,0.0,0.06301825,0.5595435,0.38653475,0.99508875,0.0,0.00431875,0.3757110000000001,0.0,23.551410250000004,1.12162975,0.01428175,0.0,0.145109,15.4554465,0.0,0.0,3.2373985,18.773538,0.584701,0.02767225,0.07250000000000001,0.0306295,0.0,0.008486500000000001,0.0,0.0,0.01812325,0.049492,0.0,0.0,0.07019974999999999,0.0093625,0.52794825,0.5883287500000001,42.75807675,18.851875999999997,0.0,1.5586965,7.427095250000001
BRL,20075.804800749997,17.63245625,2.3273157500000003,450.74484375000003,0.06301825,0.0,1682.00476375,31.219310749999998,1099.4937770000001,2885.8654,1348.14113475,112.26791025000001,669.55692875,17549.69457425,1467.9304104999999,89.71143699999999,100.69513900000001,891.9508645000001,2749.2890565,83.30417175000001,60.28725625,2435.811604,15.083482499999999,2572.30381375,12.695327500000001,2299.23333325,7.533631,25.5840775,482.075058,36.767787999999996,1035.5147164999998,390.94676525,387.95209249999994,1647.1852685,15.53138075,488.71987275000004,1835.0847480000002,1146.39244975,1057.21586575,7.6385197499999995,2.5488215000000003,954.1240747500001,414.1722475,1.142005
CAD,172677.55871374998,15.803857,3.54945275,837.11040025,0.5595435,1682.00476375,0.0,3.9631464999999997,1634.701444,540.0573965,375.222419,134.25509350000002,292.92696875,15275.32707475,5302.9826365,286.74462374999996,87.89533275000001,713.2442685,1448.65824725,45.4609255,51.81996425,4943.44301025,23.7007565,2788.137509,2.809615,4886.2226117499995,17.638734,16.80007175,903.6266795000001,199.868525,901.639195,372.32177724999997,531.17240125,5.826384750000001,16.62516275,387.250518,429.44880775,627.88940775,650.11250025,39.74552225,7.938777250000001,30.517133,184.57046975000003,3.5494547499999998
CDF,55.9189925,0.00587825,7.5e-06,2.14084725,0.38653475,31.219310749999998,3.9631464999999997,0.0,110.79405175000001,0.02018675,0.12294775000000001,0.00111925,0.058090750000000003,39.49303275,13.439300249999999,0.56293525,2.0155499999999997,13.072535249999998,157.317675,0.0,0.0,20.72556725,56.6135455,17.262241500000002,0.0026862500000000003,0.7347500000000001,273.22555725,0.0012,3.0120375,0.592195,0.0011099999999999999,0.00038425,0.044923000000000005,0.10722725,0.01578,0.11435424999999999,491.56085799999994,20.28185375,14.564837,544.3841655,88.36400425000001,0.56391825,846.7091285000001,603.30063675
CHF,21791.235843500002,24.189288750000003,96.07407375,966.5285342499999,0.99508875,1099.4937770000001,1634.701444,110.79405175000001,0.0,316.55194200000005,195.51510774999997,1389.9119759999999,53.99005925,80183.1668375,7088.8912635,611.278402,17.367428,418.944662,8163.4875087499995,26.579357,10.033925,3224.964667,37.84042775,1122.8626585,15.06223575,778.9693474999999,10.63058625,7.93008575,288.64464899999996,91.29657624999999,518.1129085,217.33333575,1702.5189365,9.22090175,166.82858925,942.2498019999999,2876.75106275,1439.3852844999997,1018.6066692500001,142.26774475,15.12357275,37.145117,373.61212649999993,1181.52383325
CLP,8572.333052000002,0.133845,0.09026475,179.85275675,0.0,2885.8654,540.0573965,0.02018675,316.55194200000005,0.0,448.15768174999994,33.395326999999995,0.8301227499999999,4635.159777499999,363.484168,6.05272125,56.983576500000005,100.72327250000001,596.4386549999999,2.3769055,4.3504725,2257.40896025,1.669069,1608.83065225,0.171845,873.2507872499999,0.11448225000000001,6.578085999999999,47.8516245,45.04252625,839.2607565000001,79.4961355,84.29154,363.50210074999995,1.5644475,138.83734575,40.390612250000004,279.38820375,232.394193,0.048532500000000006,0.01319725,64.689296,76.769063,1.41266975
